label,class,channel1,channel1,channel1,channel1,channel1,channel1,channel2,channel2,channel2,channel2,channel2,channel2,channel3,channel3,channel3,channel3,channel3,channel3,channel4,channel4,channel4,channel4,channel4,channel4,channel5,channel5,channel5,channel5,channel5,channel5,channel6,channel6,channel6,channel6,channel6,channel6,channel7,channel7,channel7,channel7,channel7,channel7,channel8,channel8,channel8,channel8,channel8,channel8
13,6,-0.00087,0.00083,0.00019224852373779375,0.0004258473,0.27208,0.0017000000000000001,-0.00015,0.00015,4.462655317626927e-05,2.29464e-05,0.06544,0.0003,-0.0002,0.00033,5.6991032466828044e-05,3.7423200000000004e-05,0.08245000000000001,0.00053,-0.00098,0.00087,0.00022021304639160985,0.0005587454,0.32584,0.00185,-0.00128,0.00127,0.00043750766601263167,0.0022054601,0.6508,0.00255,-0.00109,0.00097,0.00029494124875763413,0.0010023026999999999,0.41899000000000003,0.00206,-0.00096,0.00108,0.0001943479477759389,0.0004351989,0.28043,0.00204,-0.00093,0.00086,0.000259862183574971,0.0007780616999999999,0.37085,0.00179
14,1,-5e-05,3e-05,1.4067197907597702e-05,1.3199000000000003e-06,0.008900000000000002,8e-05,-8e-05,8e-05,2.001611045286136e-05,2.6723000000000002e-06,0.01409,0.00016,-0.00026,0.00019,5.564047150200643e-05,2.06494e-05,0.04851,0.00045,-0.00017,0.00012,4.020710999503629e-05,1.0782800000000001e-05,0.03393,0.00029,-0.00012,0.0002,2.8332995265055614e-05,5.354400000000001e-06,0.021970000000000003,0.00032,-0.00036,0.00054,6.877619441013897e-05,3.155020000000001e-05,0.04274,0.0009,-8e-05,5e-05,1.6442622056410637e-05,1.8033000000000002e-06,0.01182,0.00013000000000000002,-4e-05,2e-05,1.4240912828920341e-05,1.3527000000000004e-06,0.00928,6.000000000000001e-05
14,2,-0.00036,0.00071,0.00010108215060118599,6.28689e-05,0.07121,0.00107,-0.00014,0.00013,3.7914082517942766e-05,8.8448e-06,0.02646,0.00026999999999999995,-0.00041,0.00025,7.730182980546196e-05,3.6767700000000004e-05,0.059559999999999995,0.00066,-0.00119,0.00117,0.000329364146655188,0.0006674820000000001,0.24516,0.00236,-0.00089,0.00033,8.700788571258475e-05,4.6580500000000006e-05,0.03663,0.00122,-0.00057,0.00037,0.00010084777966205424,6.25777e-05,0.0693,0.00094,-0.00052,0.00087,0.00019358759767020527,0.00023059079999999997,0.13268,0.00139,-0.00077,0.00123,0.0002539613346543736,0.0003968461,0.18601,0.002
14,3,-0.00025,0.00023,6.235801421000404e-05,2.4019400000000002e-05,0.04719,0.00048,-0.00073,0.00101,0.00010077399992573814,6.27299e-05,0.036210000000000006,0.00174,-0.00029,0.00024,4.000283299017375e-05,9.8846e-06,0.025130000000000003,0.00053,-0.0001,0.00014,3.619287100084562e-05,8.0914e-06,0.02698,0.00023999999999999998,-0.00061,0.00052,0.00012356588692616723,9.43137e-05,0.07782,0.00113,-0.00076,0.00048,0.00011955214305963202,8.828610000000001e-05,0.08074,0.00124,-0.00052,0.00057,0.00015385984173426774,0.00014622719999999998,0.11221,0.0010899999999999998,-0.00094,0.00122,0.00023388899816200506,0.00033790700000000003,0.18243,0.00216
14,4,-0.00025,0.00031,6.62940034610594e-05,2.9270000000000003e-05,0.0495,0.00056,-0.001,0.00102,9.367480968739681e-05,5.84413e-05,0.06359999999999999,0.00202,-0.00041,0.00046,0.00011729649810829151,9.16314e-05,0.08795,0.00087,-0.00128,0.00127,0.000455895778617175,0.0013842208,0.35493,0.00255,-0.00126,0.00109,0.00038684368035814395,0.0009966559,0.29214,0.00235,-0.00076,0.001,0.00023590621386843766,0.00037064060000000003,0.16951,0.00176,-0.00032,0.00044,0.00011094319895060462,8.19739e-05,0.08192,0.00076,-0.00066,0.00088,0.0001750335017267478,0.0002040406,0.12349,0.0015400000000000001
14,5,-0.00074,0.00071,0.0001506495750318424,0.000157233,0.11696000000000001,0.00145,-0.00029,0.00029,8.015771837597742e-05,4.45142e-05,0.06531,0.00058,-0.00027,0.00028,6.306396822084608e-05,2.75531e-05,0.05671000000000001,0.0005499999999999999,-0.00098,0.00112,0.0002458745349797332,0.00041882730000000003,0.23162000000000002,0.0021,-0.00018,0.00017,4.133734366797441e-05,1.1838400000000002e-05,0.032310000000000005,0.00035000000000000005,-0.00076,0.00068,0.0001875779668536822,0.00024376510000000004,0.15971,0.00144,-0.00023,0.00032,6.38205752078553e-05,2.82182e-05,0.05345,0.00055,-0.00015,0.00023,4.3323765006272554e-05,1.30035e-05,0.036930000000000004,0.00038
14,6,-0.00019,0.0002,5.246733108087521e-05,1.7761200000000002e-05,0.04116,0.00039000000000000005,-0.00012,9e-05,3.006657213708326e-05,5.8326e-06,0.02262,0.00021,-0.0004,0.00025,6.831988688210354e-05,3.01154e-05,0.04804,0.00065,-0.00034,0.00028,6.892890125625372e-05,3.06547e-05,0.058679999999999996,0.00062,-0.00053,0.0006,0.00012533507476816761,0.0001013537,0.10553000000000001,0.00113,-0.00108,0.00127,0.0003487601811849521,0.0007847803999999999,0.26992,0.00235,-0.00045,0.0006,0.0001294666320079101,0.0001081459,0.09979,0.00105,-0.00116,0.00127,0.00029660109603200945,0.0005675967,0.23898000000000003,0.00243
15,1,-6e-05,3e-05,1.5541887549808892e-05,1.5737000000000005e-06,0.0091,9e-05,-6e-05,5e-05,1.7413749738907646e-05,1.9756e-06,0.010590000000000002,0.00011,-9e-05,3e-05,1.8228531354276384e-05,2.1648000000000004e-06,0.01119,0.00012,-0.00014,9e-05,1.904915481876496e-05,2.3641000000000004e-06,0.013080000000000001,0.00023,-0.00021,0.00032,3.018693358598473e-05,5.9368000000000005e-06,0.014850000000000002,0.0005300000000000001,-0.00017,0.00032,4.268537738879948e-05,1.18706e-05,0.027139999999999997,0.00049,-9e-05,5e-05,1.9395310016916682e-05,2.4508000000000003e-06,0.012390000000000002,0.00014000000000000001,-7e-05,4e-05,1.6986293061084067e-05,1.8798000000000002e-06,0.01041,0.00010999999999999999
15,2,-0.00128,0.00127,0.000737468106751851,0.0034904884,0.61176,0.00255,-0.00121,0.00127,0.00043608093099024864,0.0012204891,0.35647999999999996,0.00248,-0.00047,0.00054,0.00011582948374692533,8.61069e-05,0.09176000000000001,0.00101,-0.00094,0.00095,0.0002546261289922802,0.0004161076,0.20699,0.00189,-0.00104,0.00122,0.00028252175420973523,0.0005122754,0.22577000000000003,0.00226,-0.00073,0.00085,0.0002059201695696325,0.0002721432,0.16119,0.0015799999999999998,-0.00107,0.00079,0.00026937059471127096,0.0004656934,0.2016,0.00186,-0.00128,0.001,0.00033454850437007505,0.0007183199,0.25373999999999997,0.00228
15,3,-0.00083,0.00068,0.0001363472249414535,0.00012158230000000001,0.10537,0.00151,-0.00128,0.00127,0.00042825936723779134,0.0011994758,0.34464000000000006,0.00255,-0.00056,0.00079,0.0001267146617585622,0.00010501020000000001,0.09906999999999999,0.00135,-0.00016,0.00022,4.518362129165305e-05,1.3351800000000001e-05,0.038279999999999995,0.00038,-0.00066,0.00074,0.00018922883901990037,0.0002341814,0.16292,0.0014,-0.00083,0.00092,0.00020821977333124487,0.0002835448,0.18665,0.00175,-0.00027,0.00025,7.573422464694923e-05,3.7511299999999994e-05,0.06262000000000001,0.0005200000000000001,-0.00073,0.00076,0.00018433619233422868,0.0002222281,0.14373,0.00149
15,4,-0.00021,0.0002,6.132003386343888e-05,2.5144100000000002e-05,0.04575,0.00041,-0.00016,0.00015,4.399076809494693e-05,1.29406e-05,0.031520000000000006,0.00031,-0.00026,0.00027,7.002798047886039e-05,3.27925e-05,0.05047,0.00053,-0.00055,0.00069,0.00015846174340019827,0.0001679114,0.11759000000000001,0.00124,-0.00128,0.00127,0.000610666748458678,0.0024936751,0.48929,0.00255,-0.00128,0.00127,0.0005699008463996882,0.0021718505,0.44866999999999996,0.00255,-0.00067,0.00063,0.00016989497895225563,0.00019301560000000004,0.12719000000000003,0.0013,-0.00046,0.0005,0.00011232649914711682,8.43715e-05,0.08303,0.00096
15,5,-0.00013,8e-05,2.5529065974544454e-05,4.2115e-06,0.01793,0.00021,-0.00071,0.00044,0.00010100355307832794,6.59235e-05,0.06118,0.00115,-0.00018,0.0001,3.3840386721266055e-05,7.4001000000000005e-06,0.024550000000000002,0.00028000000000000003,-0.00032,0.00032,9.295494660544636e-05,5.5835700000000005e-05,0.07647999999999999,0.00064,-0.00128,0.00127,0.00047463925280502524,0.0014557749999999999,0.37122,0.00255,-0.00072,0.00075,0.00020531980173430544,0.00027241350000000006,0.16097,0.00147,-0.00024,0.00025,7.197096976568173e-05,3.3472e-05,0.05628,0.00049,-0.0001,0.00011,2.956011977147217e-05,5.646499999999999e-06,0.02211,0.00021
15,6,-0.00039,0.00031,9.323939900232995e-05,6.34284e-05,0.07844000000000001,0.0007,-0.00012,0.0001,3.3403024734349624e-05,8.140600000000001e-06,0.027440000000000003,0.00022,-0.0001,0.00013,3.544400389742605e-05,9.1658e-06,0.029360000000000004,0.00023,-0.00026,0.00028,6.335511513710007e-05,2.9285200000000002e-05,0.051430000000000003,0.0005399999999999999,-0.00117,0.00126,0.00038134248950024503,0.0010609996,0.33314,0.00243,-0.00128,0.00116,0.0004640357533346,0.0015710417,0.40457,0.0024400000000000003,-0.00062,0.00065,0.00018073797156113993,0.0002383327,0.15043,0.0012699999999999999,-0.0008,0.00082,0.00019899449129508426,0.0002889129,0.17084,0.00162
16,1,-7e-05,0.00015,1.8031378663594588e-05,1.8669000000000003e-06,0.01173,0.00021999999999999998,-0.00011,8e-05,2.7561716314480722e-05,4.3619000000000005e-06,0.019090000000000003,0.00019,-0.00019,0.00011,3.9021691937408796e-05,8.743300000000001e-06,0.02731,0.00030000000000000003,-9e-05,6e-05,1.9235202982712003e-05,2.1245e-06,0.01191,0.00015000000000000001,-0.00018,0.00014,3.6172214734157835e-05,7.513e-06,0.02023,0.00031999999999999997,-0.00019,0.00017,3.881607354316394e-05,8.6514e-06,0.023370000000000002,0.00036,-0.00014,8e-05,2.0268143266892144e-05,2.3588e-06,0.01311,0.00021999999999999998,-7e-05,6e-05,1.936873852486458e-05,2.1541000000000003e-06,0.01235,0.00013
16,2,-0.00048,0.00044,8.890381358913755e-05,5.36674e-05,0.06427,0.00092,-0.00031,0.00027,7.325425289367391e-05,3.64364e-05,0.060160000000000005,0.00058,-0.00097,0.00056,0.00017470657074523927,0.000207247,0.13699,0.0015300000000000001,-0.0009,0.00085,0.0002167887198234927,0.00031911200000000003,0.16353,0.0017499999999999998,-0.00048,0.00067,0.0001650557990177761,0.00018498280000000001,0.12906,0.00115,-0.00128,0.00127,0.0004369241634368531,0.0012962295,0.36317,0.00255,-0.00074,0.00078,0.00021412664690109766,0.000311323,0.16838,0.00152,-0.00046,0.00042,9.225580751702625e-05,5.779060000000001e-05,0.06774,0.00088
16,3,-0.0009,0.00094,0.0002221491085524081,0.0003596151,0.17656,0.00184,-0.00074,0.00047,0.0001286913046815703,0.00012068330000000002,0.10722000000000001,0.00121,-0.00032,0.00032,6.5850465397415e-05,3.15985e-05,0.05888,0.00064,-0.00046,0.00066,0.00011399551463516906,9.46944e-05,0.09938000000000001,0.00112,-0.00065,0.00091,0.0002045467799955113,0.00030488360000000003,0.18867,0.00156,-0.00056,0.00043,0.00012888965390825313,0.0001210556,0.11748,0.00099,-0.00078,0.00081,0.00020768675016618736,0.0003143159,0.17282,0.0015899999999999998,-0.00064,0.00083,0.00020807982655004874,0.00031550679999999996,0.16316000000000003,0.00147
16,4,-0.00033,0.00036,8.572640869438588e-05,5.2714500000000005e-05,0.07408999999999999,0.0006900000000000001,-0.00047,0.00057,0.0001572446779686914,0.0001773588,0.13929999999999998,0.00104,-0.00072,0.00068,0.00019412893882819691,0.00027032200000000003,0.17513,0.0014000000000000002,-0.00128,0.00127,0.0004990220185976859,0.0017862417999999999,0.45777,0.00255,-0.00128,0.00127,0.0005799918275334388,0.0024129292,0.52828,0.00255,-0.00128,0.00119,0.0003699333212965452,0.0009816298,0.35297,0.00247,-0.00063,0.00064,0.00017563681905251817,0.00022127479999999998,0.15857,0.00127,-0.00037,0.00037,9.039228601013487e-05,5.860890000000001e-05,0.07941999999999999,0.00074
16,5,-0.00041,0.00025,6.56506947215425e-05,3.142e-05,0.05501,0.00066,-0.00026,0.0003,8.097951442080822e-05,4.78055e-05,0.07509,0.00056,-0.00069,0.00073,0.00015476088906644572,0.0001746023,0.14033,0.0014199999999999998,-0.00122,0.00124,0.0003676116890272472,0.0009851586,0.32750999999999997,0.00246,-0.00092,0.00103,0.0003113179647425859,0.0007065386,0.27716999999999997,0.0019500000000000001,-0.00082,0.00102,0.00020039706811936047,0.00029275899999999997,0.17003000000000001,0.00184,-0.00022,0.00042,7.39229012963973e-05,3.98369e-05,0.062130000000000005,0.00064,-0.00018,0.00025,4.4279477793162105e-05,1.4293300000000001e-05,0.03903,0.00043000000000000004
16,6,-0.00047,0.00024,7.831383870575827e-05,4.88866e-05,0.07656000000000002,0.00071,-0.00015,0.00014,4.3951422186680865e-05,1.5397800000000004e-05,0.045540000000000004,0.00029,-0.0002,0.00017,5.234208526943217e-05,2.18381e-05,0.05238,0.00037,-0.00042,0.00047,0.0001102228556489736,9.684030000000001e-05,0.11120000000000001,0.00089,-0.00088,0.00095,0.000250384148467985,0.0004997197,0.26988999999999996,0.00183,-0.00059,0.00079,0.00019708173911631786,0.0003096033,0.20218999999999998,0.0013800000000000002,-0.00058,0.00055,0.00016168868765305516,0.0002083877,0.15929,0.00113,-0.00047,0.00048,0.00012931795644937835,0.00013330010000000002,0.12614,0.00095
17,1,-5e-05,4e-05,1.641118018948381e-05,1.7684000000000003e-06,0.011530000000000002,9e-05,-0.00021,0.0001,3.7899863251476904e-05,9.4314e-06,0.03062,0.00031,-0.00023,0.00019,4.959368873998871e-05,1.61493e-05,0.04337,0.00042,-8e-05,8e-05,2.3535056256189056e-05,3.6369000000000003e-06,0.01777,0.00016,-5e-05,3e-05,1.6396325078777638e-05,1.7652000000000003e-06,0.011300000000000001,8e-05,-0.00017,0.00013,2.666051050882033e-05,4.6669999999999995e-06,0.01866,0.00030000000000000003,-6e-05,3e-05,1.515480077723332e-05,1.5080000000000002e-06,0.01059,9e-05,-5e-05,3e-05,1.575783846353793e-05,1.6304000000000005e-06,0.010270000000000001,8e-05
17,2,-0.00039,0.00063,8.387623748288813e-05,4.727670000000001e-05,0.055479999999999995,0.00102,-0.00023,0.00025,5.838768726203817e-05,2.29093e-05,0.04943,0.00048,-0.00069,0.00067,0.00013132662162569666,0.0001158977,0.10888,0.00136,-0.00095,0.001,0.0001962385877785833,0.0002587844,0.15089,0.00195,-0.00016,0.00023,4.608319340373158e-05,1.4271000000000001e-05,0.03734,0.00039000000000000005,-0.0004,0.00046,9.828386063797338e-05,6.49133e-05,0.08317999999999999,0.0008600000000000001,-0.00055,0.00044,0.00011761038381432194,9.295239999999999e-05,0.09777,0.00099,-0.0003,0.00019,5.75996806786791e-05,2.2295100000000003e-05,0.04356,0.00049
17,3,-0.00056,0.00066,0.0001165014551817782,9.10585e-05,0.09337999999999999,0.00122,-0.0005,0.00045,0.00011554384486613955,8.956770000000001e-05,0.09507000000000002,0.00095,-0.00035,0.00021,5.460163459569457e-05,2.0001800000000002e-05,0.047689999999999996,0.00056,-0.00016,0.00016,3.938111175468221e-05,1.04048e-05,0.033260000000000005,0.00032,-0.00027,0.00029,7.628542710395934e-05,3.90428e-05,0.06745,0.00056,-0.00031,0.00035,7.414701007254328e-05,3.68846e-05,0.06334,0.00066,-0.00033,0.00039,6.398967721191887e-05,2.7471200000000002e-05,0.05162,0.0007199999999999999,-0.00059,0.00073,0.00015075365890411492,0.0001524732,0.10324,0.00132
17,4,-0.00028,0.00024,6.082050229798967e-05,2.51874e-05,0.04676,0.00052,-0.00036,0.00035,9.123441569783423e-05,5.66762e-05,0.07082,0.00071,-0.00063,0.00054,0.00013612307071315775,0.0001261673,0.09984,0.00117,-0.00096,0.00103,0.00023040871817760404,0.00036147740000000005,0.17892999999999998,0.00199,-0.00121,0.00127,0.00035713685369353576,0.0008684656999999999,0.28086,0.00248,-0.00125,0.00127,0.00034307842414071975,0.0008014383999999999,0.27533,0.00252,-0.00057,0.00057,0.00013003603328129752,0.00011513590000000001,0.10069,0.00114,-0.0004,0.00052,0.00010722921919267502,7.82906e-05,0.08241,0.00092
17,5,-0.00021,0.00016,4.178932233603224e-05,1.2072500000000002e-05,0.034050000000000004,0.00037,-0.00039,0.00039,8.744819300758666e-05,5.2865e-05,0.07159,0.00078,-0.00096,0.00093,0.00019202036664484848,0.0002548949,0.14638,0.0018900000000000002,-0.00103,0.001,0.0002616864101005258,0.00047340070000000004,0.21234999999999996,0.00203,-0.00094,0.00092,0.00022508753942639955,0.00035024300000000003,0.19218999999999997,0.00186,-0.00049,0.00062,0.00011423029669387691,9.02047e-05,0.09225,0.0011099999999999999,-0.00019,0.00029,5.9950797126381524e-05,2.4846000000000002e-05,0.050530000000000005,0.00048,-0.00015,0.00022,3.7824157089617304e-05,9.8902e-06,0.031939999999999996,0.00037
17,6,-0.00039,0.00067,0.00011461484823775107,9.20479e-05,0.08593,0.00106,-0.00026,0.00045,7.076071392835222e-05,3.50846e-05,0.056440000000000004,0.0007099999999999999,-0.00038,0.00026,7.658612514962869e-05,4.10991e-05,0.059860000000000003,0.0006399999999999999,-0.00042,0.00053,9.801301236195308e-05,6.73131e-05,0.07572,0.00095,-0.00115,0.00095,0.00022032032287016475,0.0003401271,0.17831,0.0021,-0.00083,0.00075,0.00022640585641001612,0.00035917610000000004,0.18164,0.00158,-0.00042,0.0005,9.806912804087011e-05,6.73902e-05,0.08407,0.00092,-0.00057,0.00107,0.0002103441355128644,0.0003100223,0.17911,0.00164
18,1,-4e-05,3e-05,1.4074253791329055e-05,1.3858000000000004e-06,0.00938,7.000000000000001e-05,-8e-05,4e-05,1.9211515628954406e-05,2.5821000000000007e-06,0.014730000000000002,0.00012000000000000002,-0.00067,0.00055,8.311174082940163e-05,4.83253e-05,0.04765,0.0012200000000000002,-0.0006,0.00025,6.604300191369601e-05,3.05143e-05,0.05229,0.00085,-0.00044,0.00031,4.907244268647981e-05,1.68471e-05,0.03175,0.00075,-0.00022,0.00068,5.3534853696635796e-05,2.00504e-05,0.03334,0.0009000000000000001,-0.00025,0.0005,5.305301727055233e-05,1.96911e-05,0.03264,0.00075,-6e-05,3e-05,1.5075093146993088e-05,1.5899000000000002e-06,0.00961,9e-05
18,2,-0.00124,0.00126,0.00035603425205977564,0.0008480269999999999,0.30177,0.0025,-0.00022,0.00022,5.3990809160833846e-05,1.9501400000000003e-05,0.045970000000000004,0.00044,-0.00043,0.0003,9.54785758452688e-05,6.0987100000000004e-05,0.07933000000000001,0.00073,-0.00128,0.00127,0.0003822703986683462,0.0009776141,0.32738,0.00255,-0.00051,0.00087,0.00013825784494591199,0.00012788089999999998,0.10839,0.0013800000000000002,-0.00103,0.00109,0.0002617422653163065,0.0004583253,0.21813,0.0021200000000000004,-0.00119,0.00127,0.0003530868997065649,0.0008340447,0.31590999999999997,0.0024600000000000004,-0.0005,0.00096,0.00013257910744510825,0.00011759160000000001,0.10628,0.00146
18,3,-0.00092,0.00104,0.00017747438066632255,0.00027131649999999997,0.17018000000000003,0.00196,-0.00125,0.00125,0.00033805755654822223,0.000984433,0.31694,0.0025,-0.00064,0.00061,6.651391058894522e-05,3.81092e-05,0.05324,0.00125,-0.00027,0.00019,3.94046712588598e-05,1.3375200000000002e-05,0.037770000000000005,0.00046,-0.00034,0.00067,5.512539265818007e-05,2.6176300000000002e-05,0.046130000000000004,0.00101,-0.00055,0.0011,0.00015334177066324032,0.00020254700000000002,0.12732,0.00165,-0.0003,0.00025,5.851412606104835e-05,2.9493500000000005e-05,0.05574,0.0005499999999999999,-0.00127,0.0011,0.0003309172089973368,0.0009432864,0.31346999999999997,0.00237
18,4,-0.00023,0.00014,3.841265698777719e-05,1.03966e-05,0.027700000000000002,0.00037,-0.00017,0.00011,3.8543596823449196e-05,1.0467600000000001e-05,0.031310000000000004,0.00028000000000000003,-0.0005,0.00039,0.00010328152553525082,7.516019999999999e-05,0.08157,0.00089,-0.00128,0.00119,0.00038628102292081155,0.001051355,0.31861,0.00247,-0.00128,0.00127,0.0005327338858481326,0.0019996928000000002,0.47165999999999997,0.00255,-0.00112,0.00126,0.00040441826121335995,0.0011524024,0.33781,0.00238,-0.00021,0.00033,6.772435407674318e-05,3.23171e-05,0.05670000000000001,0.00054,-0.00011,0.00015,3.3869563292535226e-05,8.0828e-06,0.028470000000000002,0.00026
18,5,-0.00115,0.00071,0.00014075737487226632,0.0001340325,0.09303,0.00186,-0.0007,0.00034,0.00010261330333915311,7.123200000000001e-05,0.08369,0.0010400000000000001,-0.00061,0.00029,7.617189880156733e-05,3.9251599999999995e-05,0.058730000000000004,0.0009,-0.00075,0.00062,0.0001308131372080915,0.00011576320000000001,0.10643999999999999,0.0013700000000000001,-0.0006,0.00071,0.00017544503648661628,0.0002082332,0.14509,0.00131,-0.00029,0.00073,8.543164606454584e-05,4.9374799999999994e-05,0.055799999999999995,0.00102,-8e-05,8e-05,2.4875744426124573e-05,4.186200000000001e-06,0.01914,0.00016,-9e-05,7e-05,2.3009365360845825e-05,3.5816000000000006e-06,0.017410000000000002,0.00015999999999999999
18,6,-0.00056,0.00082,8.00862812405299e-05,4.9174699999999995e-05,0.060110000000000004,0.00138,-9e-05,5e-05,2.321071834730603e-05,4.1305000000000005e-06,0.0194,0.00014000000000000001,-0.00073,0.00052,0.00013743224613347568,0.00014481139999999998,0.09536,0.0012499999999999998,-0.00014,0.00013,3.660444265907723e-05,1.0272900000000001e-05,0.031810000000000005,0.00026999999999999995,-0.00068,0.00076,0.00015624581903888628,0.0001871726,0.14689000000000002,0.00144,-0.00128,0.00127,0.0005365929988667068,0.0022075750000000002,0.48089,0.00255,-0.00041,0.00039,0.0001076503016842927,8.884970000000001e-05,0.0957,0.0007999999999999999,-0.00118,0.00098,0.00019802658862650278,0.0003006578,0.17243,0.00216
19,1,-6e-05,4e-05,1.703351461109536e-05,1.8157000000000003e-06,0.01219,0.0001,-0.00018,0.00011,4.016842935095771e-05,1.00973e-05,0.03193,0.00029,-0.00019,0.00011,4.890556772158687e-05,1.49676e-05,0.03973,0.00030000000000000003,-0.0002,0.00015,3.8896368119149036e-05,9.4679e-06,0.03093,0.00035,-0.00026,0.00028,5.264435935053838e-05,1.73436e-05,0.03833,0.0005399999999999999,-7e-05,4e-05,1.6803053337715946e-05,1.7669000000000004e-06,0.010750000000000001,0.00010999999999999999,-5e-05,3e-05,1.447548925148981e-05,1.3113000000000003e-06,0.008820000000000001,8e-05,-5e-05,3e-05,1.4522879536839584e-05,1.3199000000000003e-06,0.0089,8e-05
19,2,-0.00018,0.00023,5.331025671551766e-05,2.0632800000000003e-05,0.04639000000000001,0.00041,-0.00016,0.00015,4.752395365285765e-05,1.63969e-05,0.04472,0.00031,-0.00028,0.00026,7.490535810058157e-05,4.07345e-05,0.06883,0.0005399999999999999,-0.00038,0.00053,0.00012323754749648277,0.00011026120000000001,0.11588,0.00091,-0.00074,0.00074,0.00018230257444736721,0.00024128049999999997,0.16964,0.00148,-0.00108,0.00127,0.0003160396285783709,0.0007251364000000001,0.27927,0.00235,-0.00075,0.00096,0.000251895513779538,0.0004606568,0.21916,0.0017100000000000001,-0.00057,0.00043,0.00012169119342201386,0.00010751150000000002,0.11027,0.001
19,3,-0.00117,0.00127,0.00026699669751436645,0.0004970859,0.21974,0.0024400000000000003,-0.00059,0.00071,0.00013528629128972368,0.0001276225,0.11043,0.0013,-0.00019,0.00024,5.377809732236193e-05,2.01665e-05,0.04821,0.00043000000000000004,-0.00026,0.00032,8.585846764513262e-05,5.14027e-05,0.06589,0.00058,-0.00057,0.00068,0.00019445105987166698,0.0002636576,0.14518999999999999,0.00125,-0.00031,0.00043,0.00011704816307641992,9.5532e-05,0.08982,0.00074,-0.00084,0.0009,0.00022162470619776646,0.0003424964,0.17811,0.00174,-0.00099,0.00109,0.00026717552672787364,0.000497752,0.23128,0.0020800000000000003
19,4,-0.00017,0.00017,5.5236049910731585e-05,2.3303700000000002e-05,0.04924,0.00034,-0.00026,0.00029,8.618587304933284e-05,5.67351e-05,0.07608,0.0005499999999999999,-0.00076,0.00108,0.00021249022280851206,0.0003448717,0.18314,0.00184,-0.00128,0.00127,0.0005403274782139214,0.0022299430000000003,0.50136,0.00255,-0.00128,0.00127,0.0005675748194735602,0.0024605143,0.51975,0.00255,-0.00072,0.00083,0.00023520887075736163,0.00042255870000000004,0.21537,0.0015500000000000002,-0.00027,0.0003,8.13859393144406e-05,5.05916e-05,0.07137000000000002,0.00057,-0.00018,0.00024,6.446204158202569e-05,3.17386e-05,0.055990000000000005,0.00042
19,5,-0.00086,0.00053,0.0001355965969851168,0.0001399024,0.12072,0.00139,-0.00033,0.00019,7.067768015671894e-05,3.80095e-05,0.06262000000000001,0.0005200000000000001,-0.00031,0.0002,7.42654925619205e-05,4.19664e-05,0.06965,0.00051,-0.00072,0.00058,0.00019256900833933572,0.0002821632,0.17352,0.0013,-0.00097,0.00087,0.0002106445184557938,0.0003376198,0.18521,0.00184,-0.00022,0.0003,7.342117504283637e-05,4.10176e-05,0.06624,0.00052,-0.00011,8e-05,2.9960327735317886e-05,6.83e-06,0.02631,0.00019,-0.00026,0.00032,5.589802592348197e-05,2.3775000000000002e-05,0.04766,0.00058
19,6,-0.00024,0.0002,6.369272913949336e-05,2.9809100000000002e-05,0.05412,0.00044,-0.00018,0.00013,4.747374141686566e-05,1.65606e-05,0.042760000000000006,0.00031,-0.00016,0.00016,5.338781297039193e-05,2.09437e-05,0.04803,0.00032,-0.00047,0.00049,0.00014142607148699387,0.0001469698,0.12125,0.0009599999999999999,-0.00128,0.00127,0.0004011327354140976,0.0011823480999999998,0.33731999999999995,0.00255,-0.00074,0.00069,0.00018592655904028284,0.0002540107,0.14973,0.0014299999999999998,-0.00088,0.00055,0.00014479407411099106,0.0001540532,0.11629999999999999,0.00143,-0.00064,0.00071,0.00019344004963679103,0.00027495519999999997,0.16442,0.00135
20,1,-8e-05,3e-05,1.5895618827488228e-05,2.0057e-06,0.01421,0.00011,-0.00016,8e-05,2.699812895358219e-05,5.786e-06,0.026320000000000003,0.00024000000000000003,-0.00014,8e-05,2.6442272057725007e-05,5.5502e-06,0.02702,0.00021999999999999998,-0.00022,0.00017,3.142496371789892e-05,7.839e-06,0.028190000000000003,0.00039000000000000005,-0.00048,0.00028,4.918240584903857e-05,1.9201300000000002e-05,0.034570000000000004,0.00076,-0.00012,0.00021,2.192258304274979e-05,3.815e-06,0.016790000000000003,0.00033,-5e-05,6e-05,1.4511010059619316e-05,1.6715000000000004e-06,0.01159,0.00011,-5e-05,3e-05,1.3854606215215603e-05,1.5237000000000003e-06,0.011040000000000001,8e-05
20,2,-0.00116,0.00083,0.00028280738946140653,0.0005732168,0.26854,0.00199,-0.00084,0.00058,0.00016152898917383,0.0001869986,0.15812,0.00142,-0.00128,0.00127,0.00038197576292990393,0.0010457046,0.389,0.00255,-0.00128,0.00127,0.0006846783191583829,0.0033597778,0.71744,0.00255,-0.00078,0.00091,0.00023282709339910343,0.00038851200000000004,0.22403,0.00169,-0.00128,0.00127,0.000518953248220326,0.0019301625000000002,0.53128,0.00255,-0.00128,0.00127,0.0005253276997556898,0.0019778712,0.48965000000000003,0.00255,-0.00128,0.00127,0.0006745030365457778,0.0032606578,0.6981200000000001,0.00255
